phrase,id,position,corresponding_text
“I hope they’ll remember her saucer of milk at tea-time,92,4233, “I hope they’ll remember her saucer of milk at tea-time.
Dinah my dear! I wish you were down here with me! There are no mice in the air,93,4290," Dinah my dear! I wish you were down here with me! There are no mice in the air,"
I’m afraid,94,4370," I’m afraid,"
but you might catch a bat,95,4382," but you might catch a bat,"
and that’s very like a mouse,96,4409," and that’s very like a mouse,"
you know,97,4439, you know.
But do cats eat bats,98,4449," But do cats eat bats,"
I wonder?” And here Alice began to get rather sleepy,99,4471," I wonder?” And here Alice began to get rather sleepy,"
and went on saying to herself,100,4525," and went on saying to herself,"
in a dreamy sort of way,101,4556," in a dreamy sort of way,"
“Do cats eat bats? Do cats eat bats?” and sometimes,102,4581," “Do cats eat bats? Do cats eat bats?” and sometimes,"
“Do bats eat cats?” for,103,4634," “Do bats eat cats?” for,"
you see,104,4659," you see,"
as she couldn’t answer either question,105,4668," as she couldn’t answer either question,"
it didn’t much matter which way she put it,106,4708, it didn’t much matter which way she put it.
She felt that she was dozing off,107,4752," She felt that she was dozing off,"
and had just begun to dream that she was walking hand in hand with Dinah,108,4786," and had just begun to dream that she was walking hand in hand with Dinah,"
and saying to her very earnestly,109,4860," and saying to her very earnestly,"
“Now,110,4894," “Now,"
Dinah,111,4900," Dinah,"
tell me the truth: did you ever eat a bat?” when suddenly,112,4907," tell me the truth: did you ever eat a bat?” when suddenly,"
thump! thump! down she came upon a heap of sticks and dry leaves,113,4966," thump! thump! down she came upon a heap of sticks and dry leaves,"
and the fall was over,114,5032," and the fall was over.

"
Alice was not a bit hurt,115,5057,"Alice was not a bit hurt,"
and she jumped up on to her feet in a moment: she looked up,116,5082," and she jumped up on to her feet in a moment: she looked up,"
but it was all dark overhead,117,5143, but it was all dark overhead;
before her was another long passage,118,5173," before her was another long passage,"
and the White Rabbit was still in sight,119,5210," and the White Rabbit was still in sight,"
hurrying down it,120,5251, hurrying down it.
There was not a moment to be lost: away went Alice like the wind,121,5269," There was not a moment to be lost: away went Alice like the wind,"
and was just in time to hear it say,122,5335," and was just in time to hear it say,"
as it turned a corner,123,5372," as it turned a corner,"
“Oh my ears and whiskers,124,5395," “Oh my ears and whiskers,"
how late it’s getting!” She was close behind it when she turned the corner,125,5421," how late it’s getting!” She was close behind it when she turned the corner,"
but the Rabbit was no longer to be seen: she found herself in a long,126,5497," but the Rabbit was no longer to be seen: she found herself in a long,"
low hall,127,5567," low hall,"
which was lit up by a row of lamps hanging from the roof,128,5577," which was lit up by a row of lamps hanging from the roof.

"
There were doors all round the hall,129,5637,"There were doors all round the hall,"
but they were all locked,130,5673, but they were all locked;
and when Alice had been all the way down one side and up the other,131,5699," and when Alice had been all the way down one side and up the other,"
trying every door,132,5767," trying every door,"
she walked sadly down the middle,133,5786," she walked sadly down the middle,"
wondering how she was ever to get out again,134,5820," wondering how she was ever to get out again.

"
Suddenly she came upon a little three-legged table,135,5867,"Suddenly she came upon a little three-legged table,"
all made of solid glass,136,5918, all made of solid glass;
there was nothing on it except a tiny golden key,137,5943," there was nothing on it except a tiny golden key,"
and Alice’s first thought was that it might belong to one of the doors of the hall,138,5993, and Alice’s first thought was that it might belong to one of the doors of the hall;
but,139,6077," but,"
alas! either the locks were too large,140,6082," alas! either the locks were too large,"
or the key was too small,141,6121," or the key was too small,"
but at any rate it would not open any of them,142,6147, but at any rate it would not open any of them.
However,143,6194," However,"
on the second time round,144,6203," on the second time round,"
she came upon a low curtain she had not noticed before,145,6229," she came upon a low curtain she had not noticed before,"
and behind it was a little door about fifteen inches high: she tried the little golden key in the lock,146,6285," and behind it was a little door about fifteen inches high: she tried the little golden key in the lock,"
and to her great delight it fitted!,147,6389," and to her great delight it fitted!

"
{alice_tecido},148,6427,"{alice_tecido}

"
Alice opened the door and found that it led into a small passage,149,6443,"Alice opened the door and found that it led into a small passage,"
not much larger than a rat-hole: she knelt down and looked along the passage into the loveliest garden you ever saw,150,6508, not much larger than a rat-hole: she knelt down and looked along the passage into the loveliest garden you ever saw.
How she longed to get out of that dark hall,151,6625," How she longed to get out of that dark hall,"
and wander about among those beds of bright flowers and those cool fountains,152,6670," and wander about among those beds of bright flowers and those cool fountains,"
but she could not even get her head through the doorway,153,6748, but she could not even get her head through the doorway;
“and even if my head would go through,154,6805," “and even if my head would go through,"
” thought poor Alice,155,6844,"” thought poor Alice,"
“it would be of very little use without my shoulders,156,6865, “it would be of very little use without my shoulders.
Oh,157,6919," Oh,"
how I wish I could shut up like a telescope! I think I could,158,6923," how I wish I could shut up like a telescope! I think I could,"
if I only knew how to begin,159,6985, if I only knew how to begin.
” For,160,7014,"” For,"
you see,161,7020," you see,"
so many out-of-the-way things had happened lately,162,7029," so many out-of-the-way things had happened lately,"
that Alice had begun to think that very few things indeed were really impossible,163,7080," that Alice had begun to think that very few things indeed were really impossible.

"
There seemed to be no use in waiting by the little door,164,7164,"There seemed to be no use in waiting by the little door,"
so she went back to the table,165,7220," so she went back to the table,"
half hoping she might find another key on it,166,7251," half hoping she might find another key on it,"
or at any rate a book of rules for shutting people up like telescopes: this time she found a little bottle on it,167,7297," or at any rate a book of rules for shutting people up like telescopes: this time she found a little bottle on it, ("
“which certainly was not here before,168,7413,"“which certainly was not here before,"
” said Alice,169,7450,"” said Alice,)"
and round the neck of the bottle was a paper label,170,7464," and round the neck of the bottle was a paper label,"
with the words “DRINK ME,171,7516," with the words “DRINK ME,"
” beautifully printed on it in large letters,172,7542,"” beautifully printed on it in large letters.

"
It was all very well to say “Drink me,173,7589,"It was all very well to say “Drink me,"
” but the wise little Alice was not going to do that in a hurry,174,7627,” but the wise little Alice was not going to do that in a hurry.
“No,175,7691," “No,"
I’ll look first,176,7696," I’ll look first,"
” she said,177,7713,"” she said,"
“and see whether it’s marked ‘poison’ or not”,178,7724, “and see whether it’s marked ‘poison’ or not”;
for she had read several nice little histories about children who had got burnt,179,7771," for she had read several nice little histories about children who had got burnt,"
and eaten up by wild beasts and other unpleasant things,180,7852," and eaten up by wild beasts and other unpleasant things,"
all because they would not remember the simple rules their friends had taught them: such as,181,7909," all because they would not remember the simple rules their friends had taught them: such as,"
that a red-hot poker will burn you if you hold it too long,182,8002, that a red-hot poker will burn you if you hold it too long;
and that if you cut your finger very deeply with a knife,183,8062," and that if you cut your finger very deeply with a knife,"
it usually bleeds,184,8120, it usually bleeds;
and she had never forgotten that,185,8139," and she had never forgotten that,"
if you drink much from a bottle marked “poison,186,8173," if you drink much from a bottle marked “poison,"
” it is almost certain to disagree with you,187,8221,"” it is almost certain to disagree with you,"
sooner or later,188,8265," sooner or later.

"
However,189,8284,"However,"
this bottle was not marked “poison,190,8292," this bottle was not marked “poison,"
” so Alice ventured to taste it,191,8328,"” so Alice ventured to taste it,"
and finding it very nice,192,8360," and finding it very nice, ("
it had,193,8388,"it had,"
in fact,194,8395," in fact,"
a sort of mixed flavour of cherry-tart,195,8404," a sort of mixed flavour of cherry-tart,"
custard,196,8444," custard,"
pine-apple,197,8453," pine-apple,"
roast turkey,198,8465," roast turkey,"
toffee,199,8479," toffee,"
and hot buttered toast,200,8487," and hot buttered toast,)"
she very soon finished it off,201,8512," she very soon finished it off.

"
*      *      *      *      *      *      *,202,8545,"*      *      *      *      *      *      *

"
*      *      *      *      *      *,203,8590,"    *      *      *      *      *      *

"
*      *      *      *      *      *      *,204,8632,"*      *      *      *      *      *      *

"
“What a curious feeling!” said Alice,205,8677,“What a curious feeling!” said Alice;
“I must be shutting up like a telescope,206,8714," “I must be shutting up like a telescope.”

"
And so it was indeed: she was now only ten inches high,207,8758,"And so it was indeed: she was now only ten inches high,"
and her face brightened up at the thought that she was now the right size for going through the little door into that lovely garden,208,8813, and her face brightened up at the thought that she was now the right size for going through the little door into that lovely garden.
First,209,8946," First,"
however,210,8953," however,"
she waited for a few minutes to see if she was going to shrink any further: she felt a little nervous about this,211,8962, she waited for a few minutes to see if she was going to shrink any further: she felt a little nervous about this;
“for it might end,212,9076," “for it might end,"
you know,213,9095," you know,"
” said Alice to herself,214,9105,"” said Alice to herself,"
“in my going out altogether,215,9129," “in my going out altogether,"
like a candle,216,9158, like a candle.
I wonder what I should be like then?” And she tried to fancy what the flame of a candle is like after the candle is blown out,217,9173," I wonder what I should be like then?” And she tried to fancy what the flame of a candle is like after the candle is blown out,"
for she could not remember ever having seen such a thing,218,9300," for she could not remember ever having seen such a thing.

"
After a while,219,9360,"After a while,"
finding that nothing more happened,220,9374," finding that nothing more happened,"
she decided on going into the garden at once,221,9410, she decided on going into the garden at once;
but,222,9456," but,"
alas for poor Alice! when she got to the door,223,9461," alas for poor Alice! when she got to the door,"
she found she had forgotten the little golden key,224,9508," she found she had forgotten the little golden key,"
and when she went back to the table for it,225,9559," and when she went back to the table for it,"
she found she could not possibly reach it: she could see it quite plainly through the glass,226,9603," she found she could not possibly reach it: she could see it quite plainly through the glass,"
and she tried her best to climb up one of the legs of the table,227,9696," and she tried her best to climb up one of the legs of the table,"
but it was too slippery,228,9761, but it was too slippery;
and when she had tired herself out with trying,229,9786," and when she had tired herself out with trying,"
the poor little thing sat down and cried,230,9834," the poor little thing sat down and cried.

"
“Come,231,9878,"“Come,"
there’s no use in crying like that!” said Alice to herself,232,9884," there’s no use in crying like that!” said Alice to herself,"
rather sharply,233,9944, rather sharply;
“I advise you to leave off this minute!” She generally gave herself very good advice,234,9960," “I advise you to leave off this minute!” She generally gave herself very good advice, ("
though she very seldom followed it,235,10048,"though she very seldom followed it),"
and sometimes she scolded herself so severely as to bring tears into her eyes,236,10084, and sometimes she scolded herself so severely as to bring tears into her eyes;
and once she remembered trying to box her own ears for having cheated herself in a game of croquet she was playing against herself,237,10163," and once she remembered trying to box her own ears for having cheated herself in a game of croquet she was playing against herself,"
for this curious child was very fond of pretending to be two people,238,10295, for this curious child was very fond of pretending to be two people.
“But it’s no use now,239,10364," “But it’s no use now,"
” thought poor Alice,240,10386,"” thought poor Alice,"
“to pretend to be two people! Why,241,10407," “to pretend to be two people! Why,"
there’s hardly enough of me left to make one respectable person!”,242,10442," there’s hardly enough of me left to make one respectable person!”
"
{alice_e_bixo_feio},243,10509,"{alice_e_bixo_feio}
"
Soon her eye fell on a little glass box that was lying under the table: she opened it,244,10529,"Soon her eye fell on a little glass box that was lying under the table: she opened it,"
and found in it a very small cake,245,10615," and found in it a very small cake,"
on which the words “EAT ME” were beautifully marked in currants,246,10650, on which the words “EAT ME” were beautifully marked in currants.
“Well,247,10715," “Well,"
I’ll eat it,248,10722," I’ll eat it,"
” said Alice,249,10735,"” said Alice,"
“and if it makes me grow larger,250,10748," “and if it makes me grow larger,"
I can reach the key,251,10781, I can reach the key;
and if it makes me grow smaller,252,10802," and if it makes me grow smaller,"
I can creep under the door,253,10835, I can creep under the door;
so either way I’ll get into the garden,254,10863," so either way I’ll get into the garden,"
and I don’t care which happens!”,255,10903," and I don’t care which happens!”

"
She ate a little bit,256,10938,"She ate a little bit,"
and said anxiously to herself,257,10959," and said anxiously to herself,"
“Which way? Which way?”,258,10990," “Which way? Which way?”,"
holding her hand on the top of her head to feel which way it was growing,259,11015," holding her hand on the top of her head to feel which way it was growing,"
and she was quite surprised to find that she remained the same size: to be sure,260,11089," and she was quite surprised to find that she remained the same size: to be sure,"
this generally happens when one eats cake,261,11170," this generally happens when one eats cake,"
but Alice had got so much into the way of expecting nothing but out-of-the-way things to happen,262,11213," but Alice had got so much into the way of expecting nothing but out-of-the-way things to happen,"
that it seemed quite dull and stupid for life to go on in the common way,263,11310," that it seemed quite dull and stupid for life to go on in the common way.

"
So she set to work,264,11386,"So she set to work,"
and very soon finished off the cake,265,11405," and very soon finished off the cake.

"
*      *      *      *      *      *      *,266,11444,"*      *      *      *      *      *      *

"
*      *      *      *      *      *,267,11489,"    *      *      *      *      *      *

"
*      *      *      *      *      *      *,268,11531,"*      *      *      *      *      *      *
"
CHAPTER II,269,11575,"CHAPTER II.
"
The Pool of Tears,270,11587,"The Pool of Tears
"
{alice_gigantekkkkk},271,11605,"{alice_gigantekkkkk}
"
“Curiouser and curiouser!” cried Alice,272,11626,“Curiouser and curiouser!” cried Alice (
she was so much surprised,273,11666,"she was so much surprised,"
that for the moment she quite forgot how to speak good English,274,11692, that for the moment she quite forgot how to speak good English);
“now I’m opening out like the largest telescope that ever was! Good-bye,275,11757," “now I’m opening out like the largest telescope that ever was! Good-bye,"
feet!”,276,11830, feet!” (
for when she looked down at her feet,277,11839,"for when she looked down at her feet,"
they seemed to be almost out of sight,278,11876," they seemed to be almost out of sight,"
they were getting so far off,279,11915, they were getting so far off).
“Oh,280,11946," “Oh,"
my poor little feet,281,11951," my poor little feet,"
I wonder who will put on your shoes and stockings for you now,282,11972," I wonder who will put on your shoes and stockings for you now,"
dears? I’m sure I shan’t be able! I shall be a great deal too far off to trouble myself about you: you must manage the best way you can,283,12035, dears? I’m sure I shan’t be able! I shall be a great deal too far off to trouble myself about you: you must manage the best way you can;
—but I must be kind to them,284,12172,"—but I must be kind to them,"
” thought Alice,285,12200,"” thought Alice,"
“or perhaps they won’t walk the way I want to go! Let me see: I’ll give them a new pair of boots every Christmas,286,12216," “or perhaps they won’t walk the way I want to go! Let me see: I’ll give them a new pair of boots every Christmas.”

"
And she went on planning to herself how she would manage it,287,12333,And she went on planning to herself how she would manage it.
“They must go by the carrier,288,12393," “They must go by the carrier,"
” she thought,289,12423,” she thought;
“and how funny it’ll seem,290,12437," “and how funny it’ll seem,"
sending presents to one’s own feet! And how odd the directions will look!,291,12464," sending presents to one’s own feet! And how odd the directions will look!

"
Alice’s Right Foot,292,12540,"     Alice’s Right Foot,"
Esq,293,12564," Esq.,
"
Hearthrug,294,12571,"       Hearthrug,
"
near the Fender,295,12589,"         near the Fender,
"
,296,12615,           (
with Alice’s love,297,12627,"with Alice’s love).

"
Oh dear,298,12648,"Oh dear,"
what nonsense I’m talking!”,299,12656," what nonsense I’m talking!”

"
Just then her head struck against the roof of the hall: in fact she was now more than nine feet high,300,12686,"Just then her head struck against the roof of the hall: in fact she was now more than nine feet high,"
and she at once took up the little golden key and hurried off to the garden door,301,12787," and she at once took up the little golden key and hurried off to the garden door.

"
Poor Alice! It was as much as she could do,302,12871,"Poor Alice! It was as much as she could do,"
lying down on one side,303,12914," lying down on one side,"
to look through into the garden with one eye,304,12938, to look through into the garden with one eye;
but to get through was more hopeless than ever: she sat down and began to cry again,305,12984," but to get through was more hopeless than ever: she sat down and began to cry again.

"
“You ought to be ashamed of yourself,306,13071,"“You ought to be ashamed of yourself,"
” said Alice,307,13108,"” said Alice,"
“a great girl like you,308,13121," “a great girl like you,"
”,309,13145,” (
she might well say this,310,13148,"she might well say this),"
“to go on crying in this way! Stop this moment,311,13173," “to go on crying in this way! Stop this moment,"
I tell you!” But she went on all the same,312,13221," I tell you!” But she went on all the same,"
shedding gallons of tears,313,13264," shedding gallons of tears,"
until there was a large pool all round her,314,13291," until there was a large pool all round her,"
about four inches deep and reaching half down the hall,315,13335," about four inches deep and reaching half down the hall.

"
After a time she heard a little pattering of feet in the distance,316,13393,"After a time she heard a little pattering of feet in the distance,"
and she hastily dried her eyes to see what was coming,317,13459, and she hastily dried her eyes to see what was coming.
It was the White Rabbit returning,318,13514," It was the White Rabbit returning,"
splendidly dressed,319,13549," splendidly dressed,"
with a pair of white kid gloves in one hand and a large fan in the other: he came trotting along in a great hurry,320,13569," with a pair of white kid gloves in one hand and a large fan in the other: he came trotting along in a great hurry,"
muttering to himself as he came,321,13684," muttering to himself as he came,"
“Oh! the Duchess,322,13717," “Oh! the Duchess,"
the Duchess! Oh! won’t she be savage if I’ve kept her waiting!” Alice felt so desperate that she was ready to ask help of any one,323,13735, the Duchess! Oh! won’t she be savage if I’ve kept her waiting!” Alice felt so desperate that she was ready to ask help of any one;
so,324,13866," so,"
when the Rabbit came near her,325,13870," when the Rabbit came near her,"
she began,326,13901," she began,"
in a low,327,13912," in a low,"
timid voice,328,13922," timid voice,"
“If you please,329,13935," “If you please,"
sir—” The Rabbit started violently,330,13951," sir—” The Rabbit started violently,"
dropped the white kid gloves and the fan,331,13987," dropped the white kid gloves and the fan,"
and skurried away into the darkness as hard as he could go,332,14029," and skurried away into the darkness as hard as he could go.

"
{coelho},333,14091,"{coelho}

"
Alice took up the fan and gloves,334,14101,"Alice took up the fan and gloves,"
and,335,14134," and,"
as the hall was very hot,336,14139," as the hall was very hot,"
she kept fanning herself all the time she went on talking: “Dear,337,14165," she kept fanning herself all the time she went on talking: “Dear,"
dear! How queer everything is to-day! And yesterday things went on just as usual,338,14231, dear! How queer everything is to-day! And yesterday things went on just as usual.
I wonder if I’ve been changed in the night? Let me think: was I the same when I got up this morning? I almost think I can remember feeling a little different,339,14313, I wonder if I’ve been changed in the night? Let me think: was I the same when I got up this morning? I almost think I can remember feeling a little different.
But if I’m not the same,340,14472," But if I’m not the same,"
the next question is,341,14497," the next question is,"
Who in the world am I? Ah,342,14519," Who in the world am I? Ah,"
that’s the great puzzle!” And she began thinking over all the children she knew that were of the same age as herself,343,14546," that’s the great puzzle!” And she began thinking over all the children she knew that were of the same age as herself,"
to see if she could have been changed for any of them,344,14664," to see if she could have been changed for any of them.

"
“I’m sure I’m not Ada,345,14721,"“I’m sure I’m not Ada,"
” she said,346,14743,"” she said,"
“for her hair goes in such long ringlets,347,14754," “for her hair goes in such long ringlets,"
and mine doesn’t go in ringlets at all,348,14796, and mine doesn’t go in ringlets at all;
and I’m sure I can’t be Mabel,349,14836," and I’m sure I can’t be Mabel,"
for I know all sorts of things,350,14867," for I know all sorts of things,"
and she,351,14899," and she,"
oh! she knows such a very little! Besides,352,14908," oh! she knows such a very little! Besides,"
she’s she,353,14951," she’s she,"
and I’m I,354,14962," and I’m I,"
and—oh dear,355,14973," and—oh dear,"
how puzzling it all is! I’ll try if I know all the things I used to know,356,14986, how puzzling it all is! I’ll try if I know all the things I used to know.
Let me see: four times five is twelve,357,15060," Let me see: four times five is twelve,"
and four times six is thirteen,358,15099," and four times six is thirteen,"
and four times seven is—oh dear! I shall never get to twenty at that rate! However,359,15131," and four times seven is—oh dear! I shall never get to twenty at that rate! However,"
the Multiplication Table doesn’t signify: let’s try Geography,360,15215, the Multiplication Table doesn’t signify: let’s try Geography.
London is the capital of Paris,361,15278," London is the capital of Paris,"
and Paris is the capital of Rome,362,15310," and Paris is the capital of Rome,"
and Rome—no,363,15344," and Rome—no,"
that’s all wrong,364,15357," that’s all wrong,"
I’m certain! I must have been changed for Mabel! I’ll try and say ‘How doth the little—’” and she crossed her hands on her lap as if she were saying lessons,365,15375," I’m certain! I must have been changed for Mabel! I’ll try and say ‘How doth the little—’” and she crossed her hands on her lap as if she were saying lessons,"
and began to repeat it,366,15533," and began to repeat it,"
but her voice sounded hoarse and strange,367,15557," but her voice sounded hoarse and strange,"
and the words did not come the same as they used to do:—,368,15599," and the words did not come the same as they used to do:—

"
“How doth the little crocodile,369,15658,"“How doth the little crocodile
"
Improve his shining tail,370,15689,"    Improve his shining tail,
"
And pour the waters of the Nile,371,15719,"And pour the waters of the Nile
"
On every golden scale!,372,15751,"    On every golden scale!

"
“How cheerfully he seems to grin,373,15779,"“How cheerfully he seems to grin,
"
How neatly spread his claws,374,15813,"    How neatly spread his claws,
"
And welcome little fishes in,375,15846,"And welcome little fishes in
"
With gently smiling jaws!”,376,15875,"    With gently smiling jaws!”

"
“I’m sure those are not the right words,377,15907,"“I’m sure those are not the right words,"
” said poor Alice,378,15947,"” said poor Alice,"
and her eyes filled with tears again as she went on,379,15965," and her eyes filled with tears again as she went on,"
“I must be Mabel after all,380,16018," “I must be Mabel after all,"
and I shall have to go and live in that poky little house,381,16046," and I shall have to go and live in that poky little house,"
and have next to no toys to play with,382,16105," and have next to no toys to play with,"
and oh! ever so many lessons to learn! No,383,16144," and oh! ever so many lessons to learn! No,"
I’ve made up my mind about it,384,16187, I’ve made up my mind about it;
if I’m Mabel,385,16218," if I’m Mabel,"
I’ll stay down here! It’ll be no use their putting their heads down and saying ‘Come up again,386,16232," I’ll stay down here! It’ll be no use their putting their heads down and saying ‘Come up again,"
dear!’ I shall only look up and say ‘Who am I then? Tell me that first,387,16327," dear!’ I shall only look up and say ‘Who am I then? Tell me that first,"
and then,388,16399," and then,"
if I like being that person,389,16409," if I like being that person,"
I’ll come up: if not,390,16438," I’ll come up: if not,"
I’ll stay down here till I’m somebody else’—but,391,16460," I’ll stay down here till I’m somebody else’—but,"
oh dear!” cried Alice,392,16509," oh dear!” cried Alice,"
with a sudden burst of tears,393,16532," with a sudden burst of tears,"
“I do wish they would put their heads down! I am so very tired of being all alone here!”,394,16562," “I do wish they would put their heads down! I am so very tired of being all alone here!”

"
As she said this she looked down at her hands,395,16653,"As she said this she looked down at her hands,"
and was surprised to see that she had put on one of the Rabbit’s little white kid gloves while she was talking,396,16699, and was surprised to see that she had put on one of the Rabbit’s little white kid gloves while she was talking.
