phrase,id,position,corresponding_text
il ne permettait pas encore de résoudre les problèmes de fondements,38,2552, il ne permettait pas encore de résoudre les problèmes de fondements.
Ainsi,39,2621," Ainsi,"
de nombreux mathématiciens ont cherché à étendre ce concept au cadre général du raisonnement mathématique,40,2628," de nombreux mathématiciens ont cherché à étendre ce concept au cadre général du raisonnement mathématique,"
ce qui a conduit à l'émergence des systèmes logiques formalisés,41,2735, ce qui a conduit à l'émergence des systèmes logiques formalisés.
L'un des premiers de ces systèmes a été développé par Gottlob Frege au tournant du XXe siècle,42,2800, L'un des premiers de ces systèmes a été développé par Gottlob Frege au tournant du XXe siècle.
Frege a posé les bases de la logique moderne,43,2895," Frege a posé les bases de la logique moderne,"
influençant profondément la philosophie des mathématiques et ouvrant la voie à des développements comme le lambda-calcul d'Alonzo Church et les machines de Turing,44,2941," influençant profondément la philosophie des mathématiques et ouvrant la voie à des développements comme le lambda-calcul d'Alonzo Church et les machines de Turing.
"
Les années 1920 et David Hilbert,45,3106,"Les années 1920 et David Hilbert

"
En 1900 au cours d'une très célèbre conférence au congrès international des mathématiciens à Paris,46,3140,"En 1900 au cours d'une très célèbre conférence au congrès international des mathématiciens à Paris,"
David Hilbert a proposé une liste des 23 problèmes non résolus les plus importants des mathématiques d'alors,47,3239, David Hilbert a proposé une liste des 23 problèmes non résolus les plus importants des mathématiques d'alors.
Le deuxième était celui de la cohérence de l'arithmétique,48,3349," Le deuxième était celui de la cohérence de l'arithmétique,"
c’est-à-dire de démontrer par des moyens finitistes la non-contradiction des axiomes de l'arithmétique,49,3408," c’est-à-dire de démontrer par des moyens finitistes la non-contradiction des axiomes de l'arithmétique.

"
Le programme de Hilbert a suscité de nombreux travaux en logique dans le premier quart du siècle,50,3514,"Le programme de Hilbert a suscité de nombreux travaux en logique dans le premier quart du siècle,"
notamment le développement de systèmes d'axiomes pour les mathématiques : les axiomes de Peano pour l'arithmétique,51,3611," notamment le développement de systèmes d'axiomes pour les mathématiques : les axiomes de Peano pour l'arithmétique,"
ceux de Zermelo complétés par Skolem et Fraenkel pour la théorie des ensembles et le développement par Whitehead et Russell d'un programme de formalisation des mathématiques,52,3727," ceux de Zermelo complétés par Skolem et Fraenkel pour la théorie des ensembles et le développement par Whitehead et Russell d'un programme de formalisation des mathématiques,"
les Principia Mathematica,53,3902, les Principia Mathematica.
C'est également la période où apparaissent les principes fondateurs de la théorie des modèles : notion de modèle d'une théorie,54,3929," C'est également la période où apparaissent les principes fondateurs de la théorie des modèles : notion de modèle d'une théorie,"
théorème de Löwenheim-Skolem,55,4057," théorème de Löwenheim-Skolem.
"
La logique à partir des années 1930 et Kurt Gödel,56,4088,"La logique à partir des années 1930 et Kurt Gödel

"
En 1929 Kurt Gödel montre dans sa thèse de doctorat son théorème de complétude qui énonce le succès de l'entreprise de formalisation des mathématiques : tout raisonnement mathématique peut en principe être formalisé dans le calcul des prédicats,57,4139,En 1929 Kurt Gödel montre dans sa thèse de doctorat son théorème de complétude qui énonce le succès de l'entreprise de formalisation des mathématiques : tout raisonnement mathématique peut en principe être formalisé dans le calcul des prédicats.
Ce théorème a été accueilli comme une avancée notable vers la résolution du programme de Hilbert,58,4384," Ce théorème a été accueilli comme une avancée notable vers la résolution du programme de Hilbert,"
mais un an plus tard,59,4482," mais un an plus tard,"
Gödel démontrait le théorème d'incomplétude,60,4504, Gödel démontrait le théorème d'incomplétude (
publié en 1931,61,4550,publié en 1931)
qui montrait irréfutablement l'impossibilité de réaliser ce programme,62,4565," qui montrait irréfutablement l'impossibilité de réaliser ce programme.

"
Ce résultat négatif n'a toutefois pas arrêté l'essor de la logique mathématique,63,4638,Ce résultat négatif n'a toutefois pas arrêté l'essor de la logique mathématique.
Les années 1930 ont vu arriver une nouvelle génération de logiciens anglais et américains,64,4718," Les années 1930 ont vu arriver une nouvelle génération de logiciens anglais et américains,"
notamment Alonzo Church,65,4809," notamment Alonzo Church,"
Alan Turing,66,4834," Alan Turing,"
Stephen Kleene,67,4847," Stephen Kleene,"
Haskell Curry et Emil Post,68,4863," Haskell Curry et Emil Post,"
qui ont grandement contribué à la définition de la notion d'algorithme et au développement de la théorie de la complexité algorithmique,69,4891, qui ont grandement contribué à la définition de la notion d'algorithme et au développement de la théorie de la complexité algorithmique (
théorie de la calculabilité,70,5029,"théorie de la calculabilité,"
théorie de la complexité des algorithmes,71,5057, théorie de la complexité des algorithmes).
La théorie de la démonstration de Hilbert a également continué à se développer avec les travaux de Gerhard Gentzen qui a produit la première démonstration de cohérence relative et initié ainsi un programme de classification des théories axiomatiques,72,5100," La théorie de la démonstration de Hilbert a également continué à se développer avec les travaux de Gerhard Gentzen qui a produit la première démonstration de cohérence relative et initié ainsi un programme de classification des théories axiomatiques.

"
Le résultat le plus spectaculaire de l'après-guerre est dû à Paul Cohen qui démontre en utilisant la méthode du forcing l'indépendance de l'hypothèse du continu en théorie des ensembles,73,5353,"Le résultat le plus spectaculaire de l'après-guerre est dû à Paul Cohen qui démontre en utilisant la méthode du forcing l'indépendance de l'hypothèse du continu en théorie des ensembles,"
résolvant ainsi le 1er problème de Hilbert,74,5539, résolvant ainsi le 1er problème de Hilbert.
Mais la logique mathématique subit également une révolution due à l'apparition de l'informatique,75,5583, Mais la logique mathématique subit également une révolution due à l'apparition de l'informatique ;
la découverte de la correspondance de Curry-Howard,76,5682," la découverte de la correspondance de Curry-Howard,"
qui relie les preuves formelles au lambda-calcul de Church et donne un contenu calculatoire aux démonstrations,77,5734," qui relie les preuves formelles au lambda-calcul de Church et donne un contenu calculatoire aux démonstrations,"
va déclencher un vaste programme de recherche,78,5846," va déclencher un vaste programme de recherche.
"
Intérêt de la logique mathématique dans les mathématiques,79,5894,"Intérêt de la logique mathématique dans les mathématiques
"
Interactions entre la logique et les mathématiques,80,5952,"Interactions entre la logique et les mathématiques

"
L'intérêt principal de la logique réside dans ses interactions avec d'autres domaines des mathématiques et les nouvelles méthodes qu'elle y apporte,81,6004,L'intérêt principal de la logique réside dans ses interactions avec d'autres domaines des mathématiques et les nouvelles méthodes qu'elle y apporte.
De ce point de vue les réalisations les plus importantes viennent de la théorie des modèles qui est parfois considérée comme une branche de l'algèbre plutôt que de la logique,82,6152, De ce point de vue les réalisations les plus importantes viennent de la théorie des modèles qui est parfois considérée comme une branche de l'algèbre plutôt que de la logique ;
la théorie des modèles s'applique notamment en théorie des groupes et en combinatoire,83,6329, la théorie des modèles s'applique notamment en théorie des groupes et en combinatoire (
théorie de Ramsey,84,6417,"théorie de Ramsey).

"
D'autres interactions très productives existent toutefois : le développement de la théorie des ensembles est intimement lié à celui de la théorie de la mesure et a donné lieu à un domaine mathématique à part entière,85,6438,"D'autres interactions très productives existent toutefois : le développement de la théorie des ensembles est intimement lié à celui de la théorie de la mesure et a donné lieu à un domaine mathématique à part entière,"
la théorie descriptive des ensembles,86,6654, la théorie descriptive des ensembles.
[non pertinent] La théorie de la calculabilité est l'un des fondements de l'informatique théorique,87,6692,"[non pertinent] La théorie de la calculabilité est l'un des fondements de l'informatique théorique.

"
Depuis la fin du XXe siècle on a vu la théorie de la démonstration s'associer à la théorie des catégories et par ce biais commencer à interagir avec la topologie algébrique,88,6793,Depuis la fin du XXe siècle on a vu la théorie de la démonstration s'associer à la théorie des catégories et par ce biais commencer à interagir avec la topologie algébrique.
D'autre part avec l'apparition de la logique linéaire elle entretient également des liens de plus en plus étroit avec l'algèbre linéaire,89,6966," D'autre part avec l'apparition de la logique linéaire elle entretient également des liens de plus en plus étroit avec l'algèbre linéaire,"
voire avec la géométrie non commutative,90,7104, voire avec la géométrie non commutative.
Plus récemment la théorie homotopique des types crée une connexion riche entre la logique,91,7145, Plus récemment la théorie homotopique des types crée une connexion riche entre la logique (
la théorie des types,92,7237,la théorie des types)
et les mathématiques,93,7258, et les mathématiques (
la théorie de l'homotopie,94,7281,la théorie de l'homotopie)
dont on n'entrevoit que les prémices,95,7307," dont on n'entrevoit que les prémices.
"
Formalisation,96,7346,"Formalisation

"
La formalisation des mathématiques dans des systèmes logiques,97,7361,"La formalisation des mathématiques dans des systèmes logiques,"
qui a suscité en particulier les travaux de Whitehead et Russell,98,7423," qui a suscité en particulier les travaux de Whitehead et Russell,"
a été l'une des grandes motivation du développement de la logique mathématique,99,7489, a été l'une des grandes motivation du développement de la logique mathématique.
L'apparition d'outils informatiques spécialisés,100,7569," L'apparition d'outils informatiques spécialisés,"
démonstrateurs automatiques,101,7618," démonstrateurs automatiques,"
systèmes experts et assistants de preuve,102,7647," systèmes experts et assistants de preuve,"
a donné un nouvel intérêt à ce programme,103,7689, a donné un nouvel intérêt à ce programme.
Les assistants de preuve en particulier ont plusieurs applications en mathématique,104,7731," Les assistants de preuve en particulier ont plusieurs applications en mathématique.

"
Tout d'abord dans la fin du XXe siècle et au début du XXIe siècle deux anciennes conjectures ont été résolues en faisant appel à l'ordinateur pour traiter un très grand nombre de cas : le théorème des quatre couleurs et la conjecture de Kepler,105,7817,Tout d'abord dans la fin du XXe siècle et au début du XXIe siècle deux anciennes conjectures ont été résolues en faisant appel à l'ordinateur pour traiter un très grand nombre de cas : le théorème des quatre couleurs et la conjecture de Kepler.
Les doutes soulevés par cette utilisation de l'ordinateur ont motivé la formalisation et la vérification complète de ces démonstrations,106,8061," Les doutes soulevés par cette utilisation de l'ordinateur ont motivé la formalisation et la vérification complète de ces démonstrations.

"
D'autre part des programmes de formalisation de mathématiques utilisant les assistants de preuves se sont développés afin de produire un corpus complètement formalisé de mathématiques,107,8200,D'autre part des programmes de formalisation de mathématiques utilisant les assistants de preuves se sont développés afin de produire un corpus complètement formalisé de mathématiques ;
pour les mathématiques l'existence d'un tel corpus aurait en particulier l'intérêt de permettre des traitements algorithmiques comme la recherche par motif : trouver tous les théorèmes qui se déduisent du théorème des nombres premiers,108,8385," pour les mathématiques l'existence d'un tel corpus aurait en particulier l'intérêt de permettre des traitements algorithmiques comme la recherche par motif : trouver tous les théorèmes qui se déduisent du théorème des nombres premiers,"
trouver tous les théorèmes à propos de la fonction zeta de Riemann,109,8621," trouver tous les théorèmes à propos de la fonction zeta de Riemann,"
etc,110,8689," etc.
"
Quelques résultats fondamentaux,111,8695,"Quelques résultats fondamentaux

"
Quelques résultats importants ont été établis pendant la décennie 1930,112,8728,"Quelques résultats importants ont été établis pendant la décennie 1930.

"
Le théorème de complétude du calcul des prédicats du premier ordre que Gödel a montré dans sa thèse de doctorat,113,8801,"Le théorème de complétude du calcul des prédicats du premier ordre que Gödel a montré dans sa thèse de doctorat,"
un an avant son célèbre théorème d'incomplétude,114,8913, un an avant son célèbre théorème d'incomplétude.
Ce théorème énonce que toute démonstration mathématique peut être représentée dans le formalisme du calcul des prédicats,115,8962, Ce théorème énonce que toute démonstration mathématique peut être représentée dans le formalisme du calcul des prédicats (
qui est donc complet,116,9085,"qui est donc complet).

"
L'ensemble des théorèmes du calcul des prédicats n'est pas calculable,117,9109,"L'ensemble des théorèmes du calcul des prédicats n'est pas calculable,"
c'est-à-dire qu'aucun algorithme ne permet de vérifier si un énoncé donné est prouvable ou non,118,9179, c'est-à-dire qu'aucun algorithme ne permet de vérifier si un énoncé donné est prouvable ou non.
Il existe cependant un algorithme qui étant donné une formule du premier ordre en trouve une preuve en un temps fini s'il en existe une,119,9275," Il existe cependant un algorithme qui étant donné une formule du premier ordre en trouve une preuve en un temps fini s'il en existe une,"
mais continue indéfiniment sinon,120,9412, mais continue indéfiniment sinon.
On dit que l'ensemble des formules du premier ordre prouvables est « récursivement énumérable » ou « semi-décidable »,121,9446," On dit que l'ensemble des formules du premier ordre prouvables est « récursivement énumérable » ou « semi-décidable ».

"
La cohérence,122,9567,La cohérence (
non-contradiction,123,9581,non-contradiction)
d'une théorie,124,9599, d'une théorie (
ensemble d'axiomes,125,9615,"ensemble d'axiomes),"
permettant de formaliser,126,9635, permettant de formaliser (
au moins,127,9662,au moins)
l'arithmétique,128,9671, l'arithmétique (
par exemple les axiomes de Peano,129,9688,par exemple les axiomes de Peano)
n'est pas une conséquence de ces seuls axiomes[3],130,9721, n'est pas une conséquence de ces seuls axiomes[3].
C'est le fameux second théorème d'incomplétude de Gödel,131,9772," C'est le fameux second théorème d'incomplétude de Gödel.

"
Tout théorème purement logique peut être démontré en n'utilisant que des propositions qui sont des sous-formules de son énoncé,132,9831,Tout théorème purement logique peut être démontré en n'utilisant que des propositions qui sont des sous-formules de son énoncé.
Connu sous le nom de propriété de la sous-formule,133,9958," Connu sous le nom de propriété de la sous-formule,"
ce résultat est une conséquence du théorème d'élimination des coupures en calcul des séquents de Gerhard Gentzen : la propriété de la sous-formule a pour conséquence la cohérence de la logique,134,10009," ce résultat est une conséquence du théorème d'élimination des coupures en calcul des séquents de Gerhard Gentzen : la propriété de la sous-formule a pour conséquence la cohérence de la logique,"
car elle interdit la dérivation de la formule vide,135,10203, car elle interdit la dérivation de la formule vide (
identifiée à l'absurdité,136,10256,"identifiée à l'absurdité).

"
D'autres résultats importants ont été établis pendant la deuxième partie du XXe siècle,137,10284,D'autres résultats importants ont été établis pendant la deuxième partie du XXe siècle.
L'indépendance de l'hypothèse du continu par rapport aux autres axiomes de la théorie des ensembles,138,10371, L'indépendance de l'hypothèse du continu par rapport aux autres axiomes de la théorie des ensembles (
ZF,139,10473,ZF)
est achevée en 1963 par Paul Cohen[4],140,10476, est achevée en 1963 par Paul Cohen[4].
La théorie de la calculabilité se développe,141,10515, La théorie de la calculabilité se développe.
Au tournant de la décennie 1980,142,10560," Au tournant de la décennie 1980,"
la correspondance de Curry-Howard identifie la simplification des démonstrations et les programmes,143,10593," la correspondance de Curry-Howard identifie la simplification des démonstrations et les programmes,"
créant ainsi un pont entre mathématiques et informatique,144,10693, créant ainsi un pont entre mathématiques et informatique.
En 1990,145,10751," En 1990,"
cette correspondance est étendue à la logique classique,146,10760, cette correspondance est étendue à la logique classique.
La mécanisation,147,10817," La mécanisation,"
et donc la formalisation,148,10834," et donc la formalisation,"
complète de théorème de mathématiques comme le théorème des quatre couleurs ou le théorème de Feit-Thompson,149,10860," complète de théorème de mathématiques comme le théorème des quatre couleurs ou le théorème de Feit-Thompson.

"
Au XXIe siècle,150,10971,"Au XXIe siècle,"
émergent de nouvelles branches prometteuses comme la théorie homotopique des types,151,10986," émergent de nouvelles branches prometteuses comme la théorie homotopique des types.
"
Système logique,152,11071,"Système logique
"
Définition,153,11087,"Définition

"
Un système logique,154,11099,Un système logique (
ou une logique,155,11119,ou une logique)
est un système formel auquel on ajoute une sémantique[5],156,11134, est un système formel auquel on ajoute une sémantique[5].
Un système formel se constitue :,157,11192," Un système formel se constitue :

"
d'une syntaxe,158,11227,    d'une syntaxe (
ou langage,159,11246,ou langage)
dont on lui attribue deux données : un ensemble de symboles servant à la construction de formules,160,11257, dont on lui attribue deux données : un ensemble de symboles servant à la construction de formules.
Dans les systèmes de logique classique ou intuitionniste,161,11356," Dans les systèmes de logique classique ou intuitionniste,"
les formules représentent des énoncés mathématiques exprimés formellement,162,11414, les formules représentent des énoncés mathématiques exprimés formellement.
La deuxième donnée est un ensemble de règles de constructions de formules,163,11489, La deuxième donnée est un ensemble de règles de constructions de formules.
Les formules sont définies par des moyens combinatoires à l'aide de ces règles : suites de symboles,164,11564," Les formules sont définies par des moyens combinatoires à l'aide de ces règles : suites de symboles,"
arbres étiquetés,165,11665," arbres étiquetés,"
graphes…,166,11683," graphes…

"
d'un système de déduction,167,11694,    d'un système de déduction (
ou d'un système d'inférence,168,11725,"ou d'un système d'inférence,"
ou encore d'un calcul,169,11753, ou encore d'un calcul)
disposant d'un ensemble d'axiomes et de règles d'inférence,170,11776, disposant d'un ensemble d'axiomes et de règles d'inférence.
Les déductions sont également définies par des moyens combinatoires,171,11836, Les déductions sont également définies par des moyens combinatoires.
Une déduction permet de dériver des formules,172,11905, Une déduction permet de dériver des formules (
les formules prouvables ou théorèmes,173,11952,les formules prouvables ou théorèmes)
à partir de formules de départ,174,11989, à partir de formules de départ (
les axiomes,175,12022,les axiomes)
au moyen de règles,176,12034, au moyen de règles (
les règles d'inférence,177,12055,"les règles d'inférence).

"
La sémantique sert à attribuer à chaque formule construite à partir d'un système formel un sens,178,12081,"La sémantique sert à attribuer à chaque formule construite à partir d'un système formel un sens,"
voire une valeur de vérité,179,12177, voire une valeur de vérité.
Cette attribution se fait au moyen d'une interprétation,180,12205, Cette attribution se fait au moyen d'une interprétation (
ou valuation,181,12263,ou valuation)
des formules,182,12276, des formules;
il s'agit d'une fonction associant à toute formule un objet dans une structure abstraite appelée modèle,183,12290," il s'agit d'une fonction associant à toute formule un objet dans une structure abstraite appelée modèle,"
ce qui permet de définir la validité des formules,184,12395, ce qui permet de définir la validité des formules.
Elle permet ainsi d'interpréter les formules d'un système formel dans un contexte donné,185,12446, Elle permet ainsi d'interpréter les formules d'un système formel dans un contexte donné.
Dans le cadre de la logique classique,186,12535," Dans le cadre de la logique classique,"
il s'agit d'attribuer à chaque formule la valeur Vrai ou la valeur Faux,187,12574," il s'agit d'attribuer à chaque formule la valeur Vrai ou la valeur Faux,"
qu'on peut même respectivement identifier à donner la valeur 1 ou la valeur 0,188,12647, qu'on peut même respectivement identifier à donner la valeur 1 ou la valeur 0 (
voir Algèbre de Boole,189,12727,"voir Algèbre de Boole).

"
Il arrive parfois que l'on puisse définir la syntaxe comme étant le système de déduction,190,12752,"Il arrive parfois que l'on puisse définir la syntaxe comme étant le système de déduction,"
et qu'on appelle calcul le système formel entier,191,12841," et qu'on appelle calcul le système formel entier,"
voire le système logique entier,192,12891, voire le système logique entier.
De ce fait,193,12924," De ce fait,"
il est courant d'utiliser le nom de calcul des propositions pour désigner ce qu'on devrait appeler logique des propositions,194,12936," il est courant d'utiliser le nom de calcul des propositions pour désigner ce qu'on devrait appeler logique des propositions,"
de la même façon qu'on peut confondre calcul des prédicats et logique des prédicats,195,13061," de la même façon qu'on peut confondre calcul des prédicats et logique des prédicats.
"
Syntaxe et sémantique,196,13147,"Syntaxe et sémantique

"
La caractéristique principale des formules et des déductions est qu'il s'agit d'objets finis,197,13170,La caractéristique principale des formules et des déductions est qu'il s'agit d'objets finis ;
plus encore,198,13264," plus encore,"
chacun des ensembles de formules et de déductions est récursif,199,13277," chacun des ensembles de formules et de déductions est récursif,"
c'est-à-dire que l'on dispose d'un algorithme qui détermine si un objet donné est une formule correcte ou une déduction correcte du système,200,13341, c'est-à-dire que l'on dispose d'un algorithme qui détermine si un objet donné est une formule correcte ou une déduction correcte du système.
L'étude de logique du point de vue des formules et des expressions s'appelle la syntaxe,201,13482," L'étude de logique du point de vue des formules et des expressions s'appelle la syntaxe.

"
La sémantique,202,13573,"La sémantique,"
au contraire,203,13587," au contraire,"
échappe à la combinatoire en faisant appel,204,13601, échappe à la combinatoire en faisant appel (
en général,205,13646,en général)
à des objets infinis,206,13657, à des objets infinis.
Elle a d'abord servi à « définir » la vérité,207,13679, Elle a d'abord servi à « définir » la vérité.
Par exemple,208,13725," Par exemple,"
en calcul des propositions,209,13738," en calcul des propositions,"
les formules sont interprétées,210,13766," les formules sont interprétées,"
par exemple,211,13798," par exemple,"
par des éléments d'une algèbre de Boole,212,13811," par des éléments d'une algèbre de Boole.

"
Une mise en garde est de rigueur ici,213,13854,"Une mise en garde est de rigueur ici,"
car Kurt Gödel,214,13891, car Kurt Gödel (
suivi par Alfred Tarski,215,13908,suivi par Alfred Tarski)
a montré avec son théorème d'incomplétude l'impossibilité de justifier mathématiquement la rigueur mathématique dans les mathématiques,216,13932, a montré avec son théorème d'incomplétude l'impossibilité de justifier mathématiquement la rigueur mathématique dans les mathématiques.
C'est pourquoi il est plus approprié de voir la sémantique comme une métaphore : les formules — objets syntaxiques — sont projetées dans un autre monde,217,14068, C'est pourquoi il est plus approprié de voir la sémantique comme une métaphore : les formules — objets syntaxiques — sont projetées dans un autre monde.
Cette technique — plonger les objets dans un monde plus vaste pour raisonner sur eux — est couramment utilisée en mathématique et est efficace,218,14221," Cette technique — plonger les objets dans un monde plus vaste pour raisonner sur eux — est couramment utilisée en mathématique et est efficace.

"
Cependant,219,14367,"Cependant,"
la sémantique ne sert pas qu'à « définir » la vérité,220,14377, la sémantique ne sert pas qu'à « définir » la vérité.
Par exemple,221,14431," Par exemple,"
la sémantique dénotationnelle est une interprétation,222,14444," la sémantique dénotationnelle est une interprétation,"
non des formules,223,14498," non des formules,"
mais des déductions visant à capturer leur contenu calculatoire,224,14516," mais des déductions visant à capturer leur contenu calculatoire.
"
Systèmes de déduction,225,14582,"Systèmes de déduction

"
En logiques classique et intuitionniste,226,14605,"En logiques classique et intuitionniste,"
on distingue deux types d'axiomes : les axiomes logiques qui expriment des propriétés purement logiques comme A ∨ ¬ A {\displaystyle A\lor \lnot A},227,14645, on distingue deux types d'axiomes : les axiomes logiques qui expriment des propriétés purement logiques comme A ∨ ¬ A {\displaystyle A\lor \lnot A} (
principe du tiers exclu,228,14795,"principe du tiers exclu,"
valide en logique classique mais pas en logique intuitionniste,229,14819, valide en logique classique mais pas en logique intuitionniste)
et les axiomes extra-logiques qui définissent des objets mathématiques,230,14883, et les axiomes extra-logiques qui définissent des objets mathématiques ;
par exemple les axiomes de Peano définissent les entiers de l'arithmétique tandis que les axiomes de Zermelo-Fraenkel définissent les ensembles,231,14956, par exemple les axiomes de Peano définissent les entiers de l'arithmétique tandis que les axiomes de Zermelo-Fraenkel définissent les ensembles.
Quand le système possède des axiomes extra-logiques,232,15101," Quand le système possède des axiomes extra-logiques,"
on parle de théorie axiomatique,233,15154, on parle de théorie axiomatique.
L'étude des différents modèles d'une même théorie axiomatique est l'objet de la théorie des modèles,234,15187," L'étude des différents modèles d'une même théorie axiomatique est l'objet de la théorie des modèles.

"
Deux systèmes de déduction peuvent être équivalents au sens où ils ont exactement les mêmes théorèmes,235,15290,Deux systèmes de déduction peuvent être équivalents au sens où ils ont exactement les mêmes théorèmes.
On démontre cette équivalence en fournissant des traductions des déductions de l'un dans les déductions de l'autre,236,15392, On démontre cette équivalence en fournissant des traductions des déductions de l'un dans les déductions de l'autre.
Par exemple,237,15508," Par exemple,"
il existe,238,15521, il existe (
au moins,239,15533,au moins)
trois types de systèmes de déduction équivalents pour le calcul des prédicats : les systèmes à la Hilbert,240,15542," trois types de systèmes de déduction équivalents pour le calcul des prédicats : les systèmes à la Hilbert,"
la déduction naturelle et le calcul des séquents,241,15649, la déduction naturelle et le calcul des séquents.
On y ajoute parfois le style de Fitch qui est une variante de la déduction naturelle dans laquelle les démonstrations sont présentées de façon linéaire,242,15699," On y ajoute parfois le style de Fitch qui est une variante de la déduction naturelle dans laquelle les démonstrations sont présentées de façon linéaire.

"
Alors que la théorie des nombres démontre des propriétés des nombres,243,15854,"Alors que la théorie des nombres démontre des propriétés des nombres,"
on notera la principale caractéristique de la logique en tant que théorie mathématique : elle « démontre » des propriétés de systèmes de déduction dans lesquels les objets sont des « théorèmes »,244,15923, on notera la principale caractéristique de la logique en tant que théorie mathématique : elle « démontre » des propriétés de systèmes de déduction dans lesquels les objets sont des « théorèmes ».
Il y a donc un double niveau dans lequel il ne faut pas se perdre,245,16119, Il y a donc un double niveau dans lequel il ne faut pas se perdre.
Pour clarifier les choses,246,16186," Pour clarifier les choses,"
les « théorèmes » énonçant des propriétés des systèmes de déduction sont parfois appelés des « métathéorèmes »,247,16213, les « théorèmes » énonçant des propriétés des systèmes de déduction sont parfois appelés des « métathéorèmes ».
