phrase,id,position,corresponding_text
Dinah my dear! I wish you were down here with me! There are no mice in the air,92,4272," Dinah my dear! I wish you were down here with me! There are no mice in the air,"
I’m afraid,93,4352," I’m afraid,"
but you might catch a bat,94,4364," but you might catch a bat,"
and that’s very like a mouse,95,4391," and that’s very like a mouse,"
you know,96,4421, you know.
But do cats eat bats,97,4431," But do cats eat bats,"
I wonder?” And here Alice began to get rather sleepy,98,4453," I wonder?” And here Alice began to get rather sleepy,"
and went on saying to herself,99,4507," and went on saying to herself,"
in a dreamy sort of way,100,4538," in a dreamy sort of way,"
“Do cats eat bats? Do cats eat bats?” and sometimes,101,4563," “Do cats eat bats? Do cats eat bats?” and sometimes,"
“Do bats eat cats?” for,102,4616," “Do bats eat cats?” for,"
you see,103,4641," you see,"
as she couldn’t answer either question,104,4650," as she couldn’t answer either question,"
it didn’t much matter which way she put it,105,4690, it didn’t much matter which way she put it.
She felt that she was dozing off,106,4734," She felt that she was dozing off,"
and had just begun to dream that she was walking hand in hand with Dinah,107,4768," and had just begun to dream that she was walking hand in hand with Dinah,"
and saying to her very earnestly,108,4842," and saying to her very earnestly,"
“Now,109,4876," “Now,"
Dinah,110,4882," Dinah,"
tell me the truth: did you ever eat a bat?” when suddenly,111,4889," tell me the truth: did you ever eat a bat?” when suddenly,"
thump! thump! down she came upon a heap of sticks and dry leaves,112,4948," thump! thump! down she came upon a heap of sticks and dry leaves,"
and the fall was over,113,5014," and the fall was over.

"
Alice was not a bit hurt,114,5039,"Alice was not a bit hurt,"
and she jumped up on to her feet in a moment: she looked up,115,5064," and she jumped up on to her feet in a moment: she looked up,"
but it was all dark overhead,116,5125, but it was all dark overhead;
before her was another long passage,117,5155," before her was another long passage,"
and the White Rabbit was still in sight,118,5192," and the White Rabbit was still in sight,"
hurrying down it,119,5233, hurrying down it.
There was not a moment to be lost: away went Alice like the wind,120,5251," There was not a moment to be lost: away went Alice like the wind,"
and was just in time to hear it say,121,5317," and was just in time to hear it say,"
as it turned a corner,122,5354," as it turned a corner,"
“Oh my ears and whiskers,123,5377," “Oh my ears and whiskers,"
how late it’s getting!” She was close behind it when she turned the corner,124,5403," how late it’s getting!” She was close behind it when she turned the corner,"
but the Rabbit was no longer to be seen: she found herself in a long,125,5479," but the Rabbit was no longer to be seen: she found herself in a long,"
low hall,126,5549," low hall,"
which was lit up by a row of lamps hanging from the roof,127,5559," which was lit up by a row of lamps hanging from the roof.

"
There were doors all round the hall,128,5619,"There were doors all round the hall,"
but they were all locked,129,5655, but they were all locked;
and when Alice had been all the way down one side and up the other,130,5681," and when Alice had been all the way down one side and up the other,"
trying every door,131,5749," trying every door,"
she walked sadly down the middle,132,5768," she walked sadly down the middle,"
wondering how she was ever to get out again,133,5802," wondering how she was ever to get out again.

"
Suddenly she came upon a little three-legged table,134,5849,"Suddenly she came upon a little three-legged table,"
all made of solid glass,135,5900, all made of solid glass;
there was nothing on it except a tiny golden key,136,5925," there was nothing on it except a tiny golden key,"
and Alice’s first thought was that it might belong to one of the doors of the hall,137,5975, and Alice’s first thought was that it might belong to one of the doors of the hall;
but,138,6059," but,"
alas! either the locks were too large,139,6064," alas! either the locks were too large,"
or the key was too small,140,6103," or the key was too small,"
but at any rate it would not open any of them,141,6129, but at any rate it would not open any of them.
However,142,6176," However,"
on the second time round,143,6185," on the second time round,"
she came upon a low curtain she had not noticed before,144,6211," she came upon a low curtain she had not noticed before,"
and behind it was a little door about fifteen inches high: she tried the little golden key in the lock,145,6267," and behind it was a little door about fifteen inches high: she tried the little golden key in the lock,"
and to her great delight it fitted!,146,6371," and to her great delight it fitted!

"
Alice opened the door and found that it led into a small passage,147,6409,"Alice opened the door and found that it led into a small passage,"
not much larger than a rat-hole: she knelt down and looked along the passage into the loveliest garden you ever saw,148,6474, not much larger than a rat-hole: she knelt down and looked along the passage into the loveliest garden you ever saw.
How she longed to get out of that dark hall,149,6591," How she longed to get out of that dark hall,"
and wander about among those beds of bright flowers and those cool fountains,150,6636," and wander about among those beds of bright flowers and those cool fountains,"
but she could not even get her head through the doorway,151,6714, but she could not even get her head through the doorway;
“and even if my head would go through,152,6771," “and even if my head would go through,"
” thought poor Alice,153,6810,"” thought poor Alice,"
“it would be of very little use without my shoulders,154,6831, “it would be of very little use without my shoulders.
Oh,155,6885," Oh,"
how I wish I could shut up like a telescope! I think I could,156,6889," how I wish I could shut up like a telescope! I think I could,"
if I only knew how to begin,157,6951, if I only knew how to begin.
” For,158,6980,"” For,"
you see,159,6986," you see,"
so many out-of-the-way things had happened lately,160,6995," so many out-of-the-way things had happened lately,"
that Alice had begun to think that very few things indeed were really impossible,161,7046," that Alice had begun to think that very few things indeed were really impossible.

"
There seemed to be no use in waiting by the little door,162,7130,"There seemed to be no use in waiting by the little door,"
so she went back to the table,163,7186," so she went back to the table,"
half hoping she might find another key on it,164,7217," half hoping she might find another key on it,"
or at any rate a book of rules for shutting people up like telescopes: this time she found a little bottle on it,165,7263," or at any rate a book of rules for shutting people up like telescopes: this time she found a little bottle on it, ("
“which certainly was not here before,166,7379,"“which certainly was not here before,"
” said Alice,167,7416,"” said Alice,)"
and round the neck of the bottle was a paper label,168,7430," and round the neck of the bottle was a paper label,"
with the words “DRINK ME,169,7482," with the words “DRINK ME,"
” beautifully printed on it in large letters,170,7508,"” beautifully printed on it in large letters.

"
It was all very well to say “Drink me,171,7555,"It was all very well to say “Drink me,"
” but the wise little Alice was not going to do that in a hurry,172,7593,” but the wise little Alice was not going to do that in a hurry.
“No,173,7657," “No,"
I’ll look first,174,7662," I’ll look first,"
” she said,175,7679,"” she said,"
“and see whether it’s marked ‘poison’ or not”,176,7690, “and see whether it’s marked ‘poison’ or not”;
for she had read several nice little histories about children who had got burnt,177,7737," for she had read several nice little histories about children who had got burnt,"
and eaten up by wild beasts and other unpleasant things,178,7818," and eaten up by wild beasts and other unpleasant things,"
all because they would not remember the simple rules their friends had taught them: such as,179,7875," all because they would not remember the simple rules their friends had taught them: such as,"
that a red-hot poker will burn you if you hold it too long,180,7968, that a red-hot poker will burn you if you hold it too long;
and that if you cut your finger very deeply with a knife,181,8028," and that if you cut your finger very deeply with a knife,"
it usually bleeds,182,8086, it usually bleeds;
and she had never forgotten that,183,8105," and she had never forgotten that,"
if you drink much from a bottle marked “poison,184,8139," if you drink much from a bottle marked “poison,"
” it is almost certain to disagree with you,185,8187,"” it is almost certain to disagree with you,"
sooner or later,186,8231," sooner or later.

"
However,187,8250,"However,"
this bottle was not marked “poison,188,8258," this bottle was not marked “poison,"
” so Alice ventured to taste it,189,8294,"” so Alice ventured to taste it,"
and finding it very nice,190,8326," and finding it very nice, ("
it had,191,8354,"it had,"
in fact,192,8361," in fact,"
a sort of mixed flavour of cherry-tart,193,8370," a sort of mixed flavour of cherry-tart,"
custard,194,8410," custard,"
pine-apple,195,8419," pine-apple,"
roast turkey,196,8431," roast turkey,"
toffee,197,8445," toffee,"
and hot buttered toast,198,8453," and hot buttered toast,)"
she very soon finished it off,199,8478," she very soon finished it off.

"
*      *      *      *      *      *      *,200,8511,"*      *      *      *      *      *      *

"
*      *      *      *      *      *,201,8556,"    *      *      *      *      *      *

"
*      *      *      *      *      *      *,202,8598,"*      *      *      *      *      *      *

"
“What a curious feeling!” said Alice,203,8643,“What a curious feeling!” said Alice;
“I must be shutting up like a telescope,204,8680," “I must be shutting up like a telescope.”

"
And so it was indeed: she was now only ten inches high,205,8724,"And so it was indeed: she was now only ten inches high,"
and her face brightened up at the thought that she was now the right size for going through the little door into that lovely garden,206,8779, and her face brightened up at the thought that she was now the right size for going through the little door into that lovely garden.
First,207,8912," First,"
however,208,8919," however,"
she waited for a few minutes to see if she was going to shrink any further: she felt a little nervous about this,209,8928, she waited for a few minutes to see if she was going to shrink any further: she felt a little nervous about this;
“for it might end,210,9042," “for it might end,"
you know,211,9061," you know,"
” said Alice to herself,212,9071,"” said Alice to herself,"
“in my going out altogether,213,9095," “in my going out altogether,"
like a candle,214,9124, like a candle.
I wonder what I should be like then?” And she tried to fancy what the flame of a candle is like after the candle is blown out,215,9139," I wonder what I should be like then?” And she tried to fancy what the flame of a candle is like after the candle is blown out,"
for she could not remember ever having seen such a thing,216,9266," for she could not remember ever having seen such a thing.

"
After a while,217,9326,"After a while,"
finding that nothing more happened,218,9340," finding that nothing more happened,"
she decided on going into the garden at once,219,9376, she decided on going into the garden at once;
but,220,9422," but,"
alas for poor Alice! when she got to the door,221,9427," alas for poor Alice! when she got to the door,"
she found she had forgotten the little golden key,222,9474," she found she had forgotten the little golden key,"
and when she went back to the table for it,223,9525," and when she went back to the table for it,"
she found she could not possibly reach it: she could see it quite plainly through the glass,224,9569," she found she could not possibly reach it: she could see it quite plainly through the glass,"
and she tried her best to climb up one of the legs of the table,225,9662," and she tried her best to climb up one of the legs of the table,"
but it was too slippery,226,9727, but it was too slippery;
and when she had tired herself out with trying,227,9752," and when she had tired herself out with trying,"
the poor little thing sat down and cried,228,9800," the poor little thing sat down and cried.

"
“Come,229,9844,"“Come,"
there’s no use in crying like that!” said Alice to herself,230,9850," there’s no use in crying like that!” said Alice to herself,"
rather sharply,231,9910, rather sharply;
“I advise you to leave off this minute!” She generally gave herself very good advice,232,9926," “I advise you to leave off this minute!” She generally gave herself very good advice, ("
though she very seldom followed it,233,10014,"though she very seldom followed it),"
and sometimes she scolded herself so severely as to bring tears into her eyes,234,10050, and sometimes she scolded herself so severely as to bring tears into her eyes;
and once she remembered trying to box her own ears for having cheated herself in a game of croquet she was playing against herself,235,10129," and once she remembered trying to box her own ears for having cheated herself in a game of croquet she was playing against herself,"
for this curious child was very fond of pretending to be two people,236,10261, for this curious child was very fond of pretending to be two people.
“But it’s no use now,237,10330," “But it’s no use now,"
” thought poor Alice,238,10352,"” thought poor Alice,"
“to pretend to be two people! Why,239,10373," “to pretend to be two people! Why,"
there’s hardly enough of me left to make one respectable person!”,240,10408," there’s hardly enough of me left to make one respectable person!”

"
Soon her eye fell on a little glass box that was lying under the table: she opened it,241,10476,"Soon her eye fell on a little glass box that was lying under the table: she opened it,"
and found in it a very small cake,242,10562," and found in it a very small cake,"
on which the words “EAT ME” were beautifully marked in currants,243,10597, on which the words “EAT ME” were beautifully marked in currants.
“Well,244,10662," “Well,"
I’ll eat it,245,10669," I’ll eat it,"
” said Alice,246,10682,"” said Alice,"
“and if it makes me grow larger,247,10695," “and if it makes me grow larger,"
I can reach the key,248,10728, I can reach the key;
and if it makes me grow smaller,249,10749," and if it makes me grow smaller,"
I can creep under the door,250,10782, I can creep under the door;
so either way I’ll get into the garden,251,10810," so either way I’ll get into the garden,"
and I don’t care which happens!”,252,10850," and I don’t care which happens!”

"
She ate a little bit,253,10885,"She ate a little bit,"
and said anxiously to herself,254,10906," and said anxiously to herself,"
“Which way? Which way?”,255,10937," “Which way? Which way?”,"
holding her hand on the top of her head to feel which way it was growing,256,10962," holding her hand on the top of her head to feel which way it was growing,"
and she was quite surprised to find that she remained the same size: to be sure,257,11036," and she was quite surprised to find that she remained the same size: to be sure,"
this generally happens when one eats cake,258,11117," this generally happens when one eats cake,"
but Alice had got so much into the way of expecting nothing but out-of-the-way things to happen,259,11160," but Alice had got so much into the way of expecting nothing but out-of-the-way things to happen,"
that it seemed quite dull and stupid for life to go on in the common way,260,11257," that it seemed quite dull and stupid for life to go on in the common way.

"
So she set to work,261,11333,"So she set to work,"
and very soon finished off the cake,262,11352," and very soon finished off the cake.

"
*      *      *      *      *      *      *,263,11391,"*      *      *      *      *      *      *

"
*      *      *      *      *      *,264,11436,"    *      *      *      *      *      *

"
*      *      *      *      *      *      *,265,11478,"*      *      *      *      *      *      *
"
CHAPTER II,266,11522,"CHAPTER II.
"
The Pool of Tears,267,11534,"The Pool of Tears

"
“Curiouser and curiouser!” cried Alice,268,11553,“Curiouser and curiouser!” cried Alice (
she was so much surprised,269,11593,"she was so much surprised,"
that for the moment she quite forgot how to speak good English,270,11619, that for the moment she quite forgot how to speak good English);
“now I’m opening out like the largest telescope that ever was! Good-bye,271,11684," “now I’m opening out like the largest telescope that ever was! Good-bye,"
feet!”,272,11757, feet!” (
for when she looked down at her feet,273,11766,"for when she looked down at her feet,"
they seemed to be almost out of sight,274,11803," they seemed to be almost out of sight,"
they were getting so far off,275,11842, they were getting so far off).
“Oh,276,11873," “Oh,"
my poor little feet,277,11878," my poor little feet,"
I wonder who will put on your shoes and stockings for you now,278,11899," I wonder who will put on your shoes and stockings for you now,"
dears? I’m sure I shan’t be able! I shall be a great deal too far off to trouble myself about you: you must manage the best way you can,279,11962, dears? I’m sure I shan’t be able! I shall be a great deal too far off to trouble myself about you: you must manage the best way you can;
—but I must be kind to them,280,12099,"—but I must be kind to them,"
” thought Alice,281,12127,"” thought Alice,"
“or perhaps they won’t walk the way I want to go! Let me see: I’ll give them a new pair of boots every Christmas,282,12143," “or perhaps they won’t walk the way I want to go! Let me see: I’ll give them a new pair of boots every Christmas.”

"
And she went on planning to herself how she would manage it,283,12260,And she went on planning to herself how she would manage it.
“They must go by the carrier,284,12320," “They must go by the carrier,"
” she thought,285,12350,” she thought;
“and how funny it’ll seem,286,12364," “and how funny it’ll seem,"
sending presents to one’s own feet! And how odd the directions will look!,287,12391," sending presents to one’s own feet! And how odd the directions will look!

"
Alice’s Right Foot,288,12467,"     Alice’s Right Foot,"
Esq,289,12491," Esq.,
"
Hearthrug,290,12498,"       Hearthrug,
"
near the Fender,291,12516,"         near the Fender,
"
,292,12542,           (
with Alice’s love,293,12554,"with Alice’s love).

"
Oh dear,294,12575,"Oh dear,"
what nonsense I’m talking!”,295,12583," what nonsense I’m talking!”

"
Just then her head struck against the roof of the hall: in fact she was now more than nine feet high,296,12613,"Just then her head struck against the roof of the hall: in fact she was now more than nine feet high,"
and she at once took up the little golden key and hurried off to the garden door,297,12714," and she at once took up the little golden key and hurried off to the garden door.

"
Poor Alice! It was as much as she could do,298,12798,"Poor Alice! It was as much as she could do,"
lying down on one side,299,12841," lying down on one side,"
to look through into the garden with one eye,300,12865, to look through into the garden with one eye;
but to get through was more hopeless than ever: she sat down and began to cry again,301,12911," but to get through was more hopeless than ever: she sat down and began to cry again.

"
“You ought to be ashamed of yourself,302,12998,"“You ought to be ashamed of yourself,"
” said Alice,303,13035,"” said Alice,"
“a great girl like you,304,13048," “a great girl like you,"
”,305,13072,” (
she might well say this,306,13075,"she might well say this),"
“to go on crying in this way! Stop this moment,307,13100," “to go on crying in this way! Stop this moment,"
I tell you!” But she went on all the same,308,13148," I tell you!” But she went on all the same,"
shedding gallons of tears,309,13191," shedding gallons of tears,"
until there was a large pool all round her,310,13218," until there was a large pool all round her,"
about four inches deep and reaching half down the hall,311,13262," about four inches deep and reaching half down the hall.

"
After a time she heard a little pattering of feet in the distance,312,13320,"After a time she heard a little pattering of feet in the distance,"
and she hastily dried her eyes to see what was coming,313,13386, and she hastily dried her eyes to see what was coming.
It was the White Rabbit returning,314,13441," It was the White Rabbit returning,"
splendidly dressed,315,13476," splendidly dressed,"
with a pair of white kid gloves in one hand and a large fan in the other: he came trotting along in a great hurry,316,13496," with a pair of white kid gloves in one hand and a large fan in the other: he came trotting along in a great hurry,"
muttering to himself as he came,317,13611," muttering to himself as he came,"
“Oh! the Duchess,318,13644," “Oh! the Duchess,"
the Duchess! Oh! won’t she be savage if I’ve kept her waiting!” Alice felt so desperate that she was ready to ask help of any one,319,13662, the Duchess! Oh! won’t she be savage if I’ve kept her waiting!” Alice felt so desperate that she was ready to ask help of any one;
so,320,13793," so,"
when the Rabbit came near her,321,13797," when the Rabbit came near her,"
she began,322,13828," she began,"
in a low,323,13839," in a low,"
timid voice,324,13849," timid voice,"
“If you please,325,13862," “If you please,"
sir—” The Rabbit started violently,326,13878," sir—” The Rabbit started violently,"
dropped the white kid gloves and the fan,327,13914," dropped the white kid gloves and the fan,"
and skurried away into the darkness as hard as he could go,328,13956," and skurried away into the darkness as hard as he could go.

"
Alice took up the fan and gloves,329,14018,"Alice took up the fan and gloves,"
and,330,14051," and,"
as the hall was very hot,331,14056," as the hall was very hot,"
she kept fanning herself all the time she went on talking: “Dear,332,14082," she kept fanning herself all the time she went on talking: “Dear,"
dear! How queer everything is to-day! And yesterday things went on just as usual,333,14148, dear! How queer everything is to-day! And yesterday things went on just as usual.
I wonder if I’ve been changed in the night? Let me think: was I the same when I got up this morning? I almost think I can remember feeling a little different,334,14230, I wonder if I’ve been changed in the night? Let me think: was I the same when I got up this morning? I almost think I can remember feeling a little different.
But if I’m not the same,335,14389," But if I’m not the same,"
the next question is,336,14414," the next question is,"
Who in the world am I? Ah,337,14436," Who in the world am I? Ah,"
that’s the great puzzle!” And she began thinking over all the children she knew that were of the same age as herself,338,14463," that’s the great puzzle!” And she began thinking over all the children she knew that were of the same age as herself,"
to see if she could have been changed for any of them,339,14581," to see if she could have been changed for any of them.

"
“I’m sure I’m not Ada,340,14638,"“I’m sure I’m not Ada,"
” she said,341,14660,"” she said,"
“for her hair goes in such long ringlets,342,14671," “for her hair goes in such long ringlets,"
and mine doesn’t go in ringlets at all,343,14713, and mine doesn’t go in ringlets at all;
and I’m sure I can’t be Mabel,344,14753," and I’m sure I can’t be Mabel,"
for I know all sorts of things,345,14784," for I know all sorts of things,"
and she,346,14816," and she,"
oh! she knows such a very little! Besides,347,14825," oh! she knows such a very little! Besides,"
she’s she,348,14868," she’s she,"
and I’m I,349,14879," and I’m I,"
and—oh dear,350,14890," and—oh dear,"
how puzzling it all is! I’ll try if I know all the things I used to know,351,14903, how puzzling it all is! I’ll try if I know all the things I used to know.
Let me see: four times five is twelve,352,14977," Let me see: four times five is twelve,"
and four times six is thirteen,353,15016," and four times six is thirteen,"
and four times seven is—oh dear! I shall never get to twenty at that rate! However,354,15048," and four times seven is—oh dear! I shall never get to twenty at that rate! However,"
the Multiplication Table doesn’t signify: let’s try Geography,355,15132, the Multiplication Table doesn’t signify: let’s try Geography.
London is the capital of Paris,356,15195," London is the capital of Paris,"
and Paris is the capital of Rome,357,15227," and Paris is the capital of Rome,"
and Rome—no,358,15261," and Rome—no,"
that’s all wrong,359,15274," that’s all wrong,"
I’m certain! I must have been changed for Mabel! I’ll try and say ‘How doth the little—’” and she crossed her hands on her lap as if she were saying lessons,360,15292," I’m certain! I must have been changed for Mabel! I’ll try and say ‘How doth the little—’” and she crossed her hands on her lap as if she were saying lessons,"
and began to repeat it,361,15450," and began to repeat it,"
but her voice sounded hoarse and strange,362,15474," but her voice sounded hoarse and strange,"
and the words did not come the same as they used to do:—,363,15516," and the words did not come the same as they used to do:—

"
“How doth the little crocodile,364,15575,"“How doth the little crocodile
"
Improve his shining tail,365,15606,"    Improve his shining tail,
"
And pour the waters of the Nile,366,15636,"And pour the waters of the Nile
"
On every golden scale!,367,15668,"    On every golden scale!

"
“How cheerfully he seems to grin,368,15696,"“How cheerfully he seems to grin,
"
How neatly spread his claws,369,15730,"    How neatly spread his claws,
"
And welcome little fishes in,370,15763,"And welcome little fishes in
"
With gently smiling jaws!”,371,15792,"    With gently smiling jaws!”

"
“I’m sure those are not the right words,372,15824,"“I’m sure those are not the right words,"
” said poor Alice,373,15864,"” said poor Alice,"
and her eyes filled with tears again as she went on,374,15882," and her eyes filled with tears again as she went on,"
“I must be Mabel after all,375,15935," “I must be Mabel after all,"
and I shall have to go and live in that poky little house,376,15963," and I shall have to go and live in that poky little house,"
and have next to no toys to play with,377,16022," and have next to no toys to play with,"
and oh! ever so many lessons to learn! No,378,16061," and oh! ever so many lessons to learn! No,"
I’ve made up my mind about it,379,16104, I’ve made up my mind about it;
if I’m Mabel,380,16135," if I’m Mabel,"
I’ll stay down here! It’ll be no use their putting their heads down and saying ‘Come up again,381,16149," I’ll stay down here! It’ll be no use their putting their heads down and saying ‘Come up again,"
dear!’ I shall only look up and say ‘Who am I then? Tell me that first,382,16244," dear!’ I shall only look up and say ‘Who am I then? Tell me that first,"
and then,383,16316," and then,"
if I like being that person,384,16326," if I like being that person,"
I’ll come up: if not,385,16355," I’ll come up: if not,"
I’ll stay down here till I’m somebody else’—but,386,16377," I’ll stay down here till I’m somebody else’—but,"
oh dear!” cried Alice,387,16426," oh dear!” cried Alice,"
with a sudden burst of tears,388,16449," with a sudden burst of tears,"
“I do wish they would put their heads down! I am so very tired of being all alone here!”,389,16479," “I do wish they would put their heads down! I am so very tired of being all alone here!”

"
As she said this she looked down at her hands,390,16570,"As she said this she looked down at her hands,"
and was surprised to see that she had put on one of the Rabbit’s little white kid gloves while she was talking,391,16616, and was surprised to see that she had put on one of the Rabbit’s little white kid gloves while she was talking.
“How can I have done that?” she thought,392,16728, “How can I have done that?” she thought.
“I must be growing small again,393,16769, “I must be growing small again.
” She got up and went to the table to measure herself by it,394,16801,"” She got up and went to the table to measure herself by it,"
and found that,395,16861," and found that,"
as nearly as she could guess,396,16877," as nearly as she could guess,"
she was now about two feet high,397,16907," she was now about two feet high,"
